Issue ID	Type	Area	Title	Assigned To	Priority	Status	Milestone
777	Defect	Skyline	Training IMSDB hangs when raw data files are not present	guest	3	closed	20.2
776	Defect	Skyline	"Standard industry teminology for CCS has landed on ""Collision Cross Section"", we call it ""Collisional Cross Section"" and should change that"	guest	3	closed	
775	Defect	Skyline	follow up on possible improper parenting of MessageDlg	guest	3	closed	
774	Defect	Skyline	add an error sense to ion mobility filtering in chromatogram extraction, akin to what we do in the RT dimension	guest	3	closed	
773	Defect	Skyline	ImportTransitionListColumnSelectDlg needs a better code page for text	guest	3	closed	
772	Defect	Skyline	ImportTransitionListColumnSelectDlg.CheckForErrors() needs to use a LongWaitDlg	guest	1	closed	21.1
771	Defect	Skyline	MSP reader should be aware same peptide mods as the rest of Skyline	guest	3	closed	
770	Todo	Skyline	Allow user to select RT display units - currently fixed at minutes, seconds is desirable too	guest	3	closed	
769	Todo	Skyline	Support parent ion scanning for Sciex (and Thermo?)	guest	3	closed	
768	Todo	Skyline	Update audit log to use SHA-256 or better	guest	4	closed	
767	Defect	Skyline	Phase 2 work item for hierarchical clustering	guest	3	closed	
766	Todo	Skyline	further enhancements to the Import Transition List column picker	guest	3	closed	
765	Defect	Skyline	Refactor AuditLog hash calculation	guest	3	closed	20.2
764	Defect	Skyline	the list of pre-made iRT standards should be filtered based on UI mode - don't present peptide standards for small molecules mode and vice versa	guest	3	closed	
763	Defect	Skyline	Editing iRT standard in Edit iRT Calculator form no longer sets standard to None	guest	3	closed	20.2
762	Defect	Skyline	enforce or infer setting ion mobilty units for explicit ion mobility values	guest	3	closed	
761	Defect	Skyline	User would like to force integration of areas that don't have identifiable peaks	guest	3	closed	
760	Defect	Skyline	Skyline should probably offer to reimport raw data after user creates or alters an ion mobility library	guest	3	closed	
759	Defect	Skyline	"""Use Results"" button on the Edit Ion Mobility Library dialog does not fail promptly when raw data is not present"	guest	3	closed	
758	Defect	Skyline	Chromatogram peaks should show IM information as well as RT	guest	3	closed	
757	Todo	Skyline	add a display for ion mobility spectrum	guest	3	closed	
756	Todo	Skyline	add support for Thermo mzVault small molecule spectral libraries	guest	3	closed	
755	Defect	Skyline	Improved handling of ambiguous entries when importing spectral libraries that are .MSP format database dumps	guest	3	closed	
754	Todo	Skyline	Make Import Peptide Search wizard smarter about isolation schemes	guest	3	closed	22.1
753	Defect	Skyline	Value list annotations should not allow empty lists	guest	3	closed	22.1
752	Todo	Skyline	Add option to use 1-based amino acid position numbering	guest	3	closed	
751	Defect	Skyline	When creating IM library from results, don't create high energy offsets that are impossible for the equipment (e.g. positive drift time offset - that should only decrease)	guest	3	closed	
750	Defect	Skyline	small molecule accession numbers in Document Grid should be made editable	guest	3	closed	
749	Defect	Skyline	Reimport after adding new transitions causes new transitions to have #N/A peak areas	guest	3	closed	20.2
748	Defect	Skyline	Edit>Insert>TransitionList should issue a warning when ignoring an input line because it duplicates or conflicts with an existing transition	guest	3	closed	
747	Todo	Skyline	Import > Assay Library should automatically recognize Water and Ammonia losses	guest	2	closed	22.1
746	Defect	Skyline	Retention time alignment makes mouse act out of phase on aligned replicate graphs	guest	3	closed	20.2
745	Defect	Skyline	qualification in skyline	guest	3	closed	
744	Defect	Skyline	qualification 偶发	guest	3	closed	
743	Documentation	BiblioSpec	Create Bibliospec library (.blib) using Tabular text input (.tsv)	guest	1	closed	
740	Todo	Skyline	Change the scale of the peptide intensity	guest	3	closed	
739	Defect	Skyline	setup.exe fails on Windows Server 12 and 16	guest	3	closed	
738	Defect	Skyline	issue to download Skyline 64bit	guest	3	closed	
737	Defect	Skyline	Webinar #19: Ion Mobility Spectrum Filtering with Skyline some problem encounter	guest	3	closed	
736	Defect	Skyline	Webinar #19: Ion Mobility Spectrum Filtering with Skyline some problem encounter	guest	3	closed	
735	Todo	Skyline	Skyline should attempt BlibBuild conversion when confronted with a spectral library whose format is not natively supported	guest	3	closed	
734	Defect	Skyline	Enable joining partial .skyd files when the filenames do not have a hash	guest	3	closed	
733	Todo	Skyline	Can Skyline export the protein intensities?	guest	3	closed	20.2
732	Defect	Skyline	Exporting user-defined reports from command line	guest	3	closed	
731	Defect	Skyline	Varying small molecule implementations of .MSP format aren't handled well by Skyline	guest	3	closed	
730	Defect	Skyline	Peak MS1 integration with FAIMS	guest	2	closed	
729	Defect	Skyline	Confusing progress indicator behavior on SRM import when targeted transitions are less intense than other unmatched transitions - it just shows grey	guest	3	closed	
728	Defect	Skyline	AutoQC: retry upload to Panorama if upload fails due to network error	guest	3	closed	
727	Defect	Skyline	Panorama upload issues	guest	3	closed	22.1
726	Defect	BiblioSpec	Skyline nonredundant blib format  to MS2  conversion	guest	3	closed	
725	Defect	Skyline	Need to improve inference of ionization type when reading small molecule .MSP files	guest	3	closed	
724	Defect	Skyline	Import multiple files as a single run for iRT calibration	guest	3	closed	
723	Defect	Skyline	Precursors per sample injection think's it is transitions per sample injection	guest	3	closed	
722	Todo	Skyline	How can I put z+1 ions in the fragments list for ETD?	guest	2	closed	22.1
721	Defect	Skyline	Skyline cannot properly analyze Agilent QQQ with waste diverter  in the beginning of the run	guest	3	closed	
720	Defect	Skyline	Upload to Panorama fails when There are custom annotations for the Transitions	guest	3	closed	
719	Defect	Skyline	Calibration curve of Sodiated Adduct not appearing	guest	3	closed	
718	Todo	Skyline	Allow overlay of QC traces on chromatograms	guest	3	closed	
717	Defect	Skyline	"Improve handling of unknown adducts in small molecule transition reader (exception on seeing adduct ""[+]"" not caught gracefully)"	guest	3	closed	
716	Defect	Skyline	When light and heavy precursors have different sets of transitions, all quantifiable transitions should be summed when calculating Light:Heavy ratios	guest	3	closed	21.1
715	Defect	Skyline	Prosit not available	guest	3	closed	
714	Defect	Skyline	Question about Data upload to panorama	guest	3	closed	
713	Defect	Skyline	Unable to view or explore spectral libraries in Skyline Daily	guest	3	closed	
712	Defect	Skyline	Acetyl 2H(3) K modification disappears on heavy en medium peptides, when library is created from Maxquant	guest	2	closed	
711	Defect	Skyline	Troubles with skyline document file upload to LabKey Server	guest	3	closed	
710	Defect	Skyline	Skyline Unistall problems	guest	3	closed	
709	Defect	Skyline	Potentially possible to do a better job at routing external tool support requests to tool-specific support boards	guest	4	closed	
708	Defect	Skyline	Renaming a molecule in Targets tree causes Skyline to miscalculate mass of transition with heavy label adduct	guest	3	closed	19.2
707	Defect	Skyline	Default report names stuck in installation language	guest	3	closed	22.1
706	Defect	Skyline	Peptide data not imported for a few peptides	guest	3	closed	
705	Defect	Skyline	Too much audit logging for Refine > Accept Peptides	guest	3	closed	
704	Defect	Skyline	Skyline silently fails reading FASTA files with sequences in lowercase	guest	3	closed	
703	Defect	Skyline	Nightly tutorial tests should not always re-download data sets - makes us too vulnerable to temporary outages	guest	3	closed	
702	Defect	Skyline	Illegal character is phosphopeptide sequence	guest	3	closed	
701	Defect	Skyline	Malfunctioning of the reintegration tool	guest	3	closed	
700	Defect	Skyline	Malfunctioning of the reintegration tool	guest	3	closed	
699	Defect	Skyline	Malfunctioning of the reintegration tool	guest	3	closed	
698	Todo	Skyline	Add Mass Errors to Spectrum Match graph	guest	3	closed	
697	Defect	Skyline	import wizard should not ask about ion mobility handling if the files to be imported don't contain any IM info	guest	3	closed	
696	Defect	Skyline	"library filename extensions are case sensitive (e.g. Skyline recognizes ""foo.msp"" but not ""foo.MSP"")"	guest	3	closed	19.2
695	Defect	Skyline	Failed importing results DIA	guest	3	closed	
694	Defect	Skyline	Audit Log records a failed operation and does not roll it back	guest	3	closed	
693	Todo	Skyline	"Improve ""Apply Peak to All"" peak matching"	guest	4	closed	
692	Todo	Skyline	Change some default settings	guest	3	closed	22.1
691	Defect	Skyline	Limiting Transition Settings - Instrument - Max m/z has unintended consequences on spectral library transition picking	guest	2	closed	19.2
690	Defect	Skyline	Before starting a new Import > Results we need to check that Decoys are representative of the Targets	guest	2	closed	19.2
689	Defect	Skyline	File > Export > Spectral Library losing information from small molecule documents	guest	2	closed	
688	Todo	Skyline	Add Product Loss Formula column to Edit > Insert > Transitions for small molecules	guest	2	closed	19.2
687	Todo	Skyline	Implement support for charged losses where Skyline currently has only neutral losses	guest	2	closed	19.2
686	Todo	Skyline	Implement a better system for assigning a version which is not web installed	guest	2	closed	19.2
685	Defect	Skyline	Show progress in LongWaitDlg for Skyline document import on Panorama	guest	3	closed	19.2
684	Defect	Skyline	Do not use getContainers to determine if a URL is for a LabKey Server	guest	3	closed	19.2
683	Todo	Skyline	Add support for opening .skyp files in Skyline	guest	3	closed	19.2
682	Defect	Skyline	Import peptide search from Start page differs from File > Import > Peptide Search	guest	2	closed	19.1
681	Todo	Skyline	Export method sorted by m/z	guest	3	closed	
680	Todo	Skyline	Add access to some of the explicit values added for small molecules to peptide transition list import	guest	3	closed	
679	Todo	Skyline	Make ion mobility library creation available for use from command-line	guest	3	closed	22.2
678	Defect	Skyline	Unhandled error when importing peak boundaries for document with no result files	guest	4	closed	
677	Todo	Skyline	Add PEP (localFDR) as another score beside q values for mProphet picked peaks	guest	3	closed	
675	Todo	Skyline	View > Proteins and View > Peptides menu items added and remove View > Targets	guest	2	closed	19.2
674	Todo	Skyline	Work out a way for an interactive tool to know Skyline is closing or has closed	guest	3	closed	
673	Defect	Skyline	Order By > Annotation in summary plots got broken	guest	2	closed	19.1
672	Defect	Skyline	Querying UniProt for SGD Yeast FASTA information having problems	guest	1	closed	19.2
671	Todo	Skyline	Improve small molecule peak boundaries import	guest	3	closed	22.1
670	Defect	Skyline	SkylineTester's tutorial demo mode should roll forever, and slow down a bit	guest	3	closed	
669	Todo	Skyline	Consider adding explicit window size for CCS and/or IM for transition list import	guest	3	closed	
668	Defect	Skyline	UI mode selection capability should be available in the menu system	guest	3	closed	19.2
667	Defect	Skyline	"Include fragment ion annotation when ""Copy Data"" from Library Match tab"	guest	3	closed	
666	Defect	Skyline	"The ""Add small molecule test nodes"" checkbox on SkylineTester is obsolete and confusing, should be removed"	guest	3	closed	
665	Defect	Skyline	Replicate Label Fonts on Graph Axis too small	guest	3	closed	
664	Todo	Skyline	"Add ""Only max precursor peak"" checkbox below ""Max peptide peak rank"" field in Refine > Advanced - Results tab"	guest	3	closed	19.2
662	Todo	Skyline	Add View > Peptides > By menu items	guest	3	closed	19.2
661	Todo	Skyline	Update unimod.xml which is now about 2 years old	guest	3	closed	22.1
660	Todo	Skyline	revisit changes around ReSharper 2019.1 issues with false null check warnings	guest	3	closed	
659	Defect	Skyline	need better handling of typing mistakes (or partially completed typing) when user is renaming a peptide	guest	3	closed	
658	Defect	Skyline	nonstandard (or at least non-intuitive) keystroke handling causes exception	guest	3	closed	
657	Defect	Skyline	Record BlibBuild command-line arguments in LibInfo table	guest	3	closed	22.1
656	Todo	Skyline	add diaPASEF support	guest	3	closed	19.2
655	Defect	Skyline	"adjust behavior of ""Explicit Retention Time"" to match user expectations"	guest	3	closed	19.2
654	Todo	Skyline	Add support for PEFF extended FASTA format (http://www.psidev.info/peff)	guest	3	closed	
653	Todo	Skyline	Implement arbitrary peptide proportion grouping	guest	2	closed	19.2
652	Todo	Skyline	Controlling the (#) suffix added to replicate filenames from a .wiff Import	guest	3	closed	4.3
651	Todo	Skyline	Document Settings - Reports should have buttons to manage the list or add a new report	guest	3	closed	
650	Todo	Skyline	Add a menuitem to turn off MIDAS triggered spectra annotations	guest	3	closed	
649	Todo	Skyline	Need a way for external tools to produce annotations that get imported into the current document	guest	3	closed	22.1
648	Defect	Skyline	Error when building a library from MetaMorpheus results (*.mzID)	guest	3	closed	4.3
647	Defect	Skyline	Problems with annotations in reports	guest	2	closed	19.2
646	Defect	Skyline	Problem to build library from MaxQuant	guest	3	closed	4.3
645	Defect	Skyline	MaxQuant mod parser will fail when first two letters are shared between 2 different mods	guest	3	closed	
644	Todo	Skyline	Add ability to set a minimum and maximum when generating optimization values	guest	3	closed	
643	Defect	Skyline	Problem interpreting modification format found in NIST phospho libraries	guest	3	closed	
642	Defect	Skyline	BiblioSpec unicode filepath support	guest	3	closed	4.3
641	Documentation	Skyline	How to assign report template name in Command-line argument	guest	3	closed	4.3
640	Defect	Skyline	Unable to process chromatograms for the molecule	guest	3	closed	4.3
633	Defect	Skyline	Usability idea: when we fail to open a Skyline document, check to see if it actually IS a Skyline document	guest	3	closed	
632	Defect	Skyline	Failure importing SRM runs	guest	3	closed	
631	Todo	Skyline	Finding *.dat files from the spectral library	guest	4	closed	4.3
630	Defect	Skyline	rdotp uses Statistics.Angle() when it should be using NormalizedContrastAngleSqrt()	guest	2	closed	21.2
629	Defect	Skyline	No import due to overlapping chromatogram start times?	guest	2	closed	
628	Todo	Skyline	Thermo RAW attribute access	guest	3	closed	4.3
627	Todo	Skyline	Import results from multi-injection wiff files that have the same sample/injection names	guest	3	closed	19.2
626	Todo	Skyline	Add command-line arguments to select samples to import from multi-injection wiff files	guest	3	closed	19.2
625	Todo	Skyline	Lipid quant using Skyline and LipidSearch	guest	3	closed	
624	Todo	Skyline	Audit log format changes	guest	3	closed	
623	Todo	Skyline	Add command-line arguments to support background proteome creation and adding	guest	4	closed	
622	Defect	Skyline	Building CCS containing library	guest	2	closed	22.1
621	Todo	Skyline	Change default centroiding value to summed intensity from trapezoidal area	guest	2	closed	4.3
620	Todo	Skyline	Expose refinement options through command-line interface	guest	2	closed	19.2
619	Todo	Skyline	Control of extraction range in MS1 is desirable	guest	3	closed	
618	Todo	Skyline	Problem accessing MS/MS in method with multiple fragmentation modes	guest	3	closed	
617	Todo	Skyline	Decoy generation should only maintain C-terminus when it matches the enzyme cleavage pattern	guest	3	closed	
616	Todo	Skyline	Request for instrument serial numbers as data file attribute in Skyline reports	guest	3	closed	
615	Todo	Skyline	Add more information to multi-peptide chromatogram labels	guest	4	closed	
614	Todo	Skyline	Include CSRF token when SkylineNightly posts to LabKey Server	guest	3	closed	4.2
613	Todo		"Add clarifier ""(in min.)"" to axis legends of Skyline graphs showing duration through time"	guest	4	closed	
612	Todo	Skyline	Support Pressure Traces in Skyline .skyd files	guest	2	closed	4.2
611	Defect	Skyline	IndexOutOfRangeException switching spectrum type between MS1 and MS/MS in DDA mode file	guest	2	closed	4.2
610	Todo	Skyline	Fix MaxQuant library builder to extract original spectra from source data files	guest	2	closed	4.3
609	Todo	Skyline	Implement a way to remove peaks from a set of PrecursorResults selected in the Document Grid	guest	3	closed	4.3
608	Defect	Skyline	Conflict with transition Ion exception when two precursors have the same charge state, and transitions with the same mass.	guest	3	closed	4.3
607	Defect	Skyline	Peak area graph Group By should allow Analyte Concentration	guest	3	closed	4.3
606	Defect	Skyline	Lists need better audit logging	guest	1	closed	4.2
605	Todo	Skyline	Resize Previous Files Bar on Start Page	guest	3	closed	22.1
604	Defect	Skyline	.NET 4.7.2 install on Wwindows 10 1803	guest	4	closed	4.2
603	Defect	Skyline	Prompt user about removing unused chromatograms when uploading document to Panorama	guest	3	closed	
602	Defect	Skyline	Enable using the Document Grid to filter and sort Replicate Comparison and Peptide Comparison graphs	guest	3	closed	4.3
601	Documentation	Skyline	Number of data points per LC peak vs cycle time in scheduled MRM	guest	3	closed	4.2
600	Defect	Skyline	Skyline-Daily Small molecules: Filter to screen out false positives based on number and proportion of transitions.	guest	3	closed	
599	Defect	Skyline	Failing importing Agilent GC-MS/MS SRM data after upgrade to 18257	guest	3	closed	4.2
597	Todo	Skyline	Users would like to be able to tile all chromatograms in a scrollable pane for ease of inspection	guest	3	closed	4.2
596	Todo	Skyline	"When using a spectral library with ion mobility info, we should direct user's attention to the ""Use Spectral Library Ion Mobility Values"" setting"	guest	3	closed	19.2
595	Defect	Skyline	Loss of adjusted peak boundaries after copy paste	guest	3	closed	
594	Defect	Skyline	"The MS1 ""precursor [M-1]"" ion should have Quantitative property off by default"	guest	3	closed	4.1
593	Defect	Skyline	cannot find spectal library	guest	3	closed	4.1
592	Defect	Skyline	small molecule targets don't connect with spectral libraries unless created from spectral libraries	guest	3	closed	
591	Todo	Skyline	Move AutoQC code into Skyline.CommandLine to allow running its functionality without the UI	guest	3	closed	
590	Defect	Skyline	"SpectrumMill mzXMLs not loading ""no scans match current filter settings"""	guest	3	closed	4.1
589	Defect	Skyline	Modify Skyline output for data analysis using MSstats	guest	3	closed	4.1
588	Defect	Skyline	Duplicate vs repeated peptides	guest	4	closed	4.1
587	Defect	Skyline	SkylineRunner Instant Crash	guest	3	closed	4.1
586	Defect	Skyline	Pivot Editor causes SkylineWindow deactivation	guest	3	closed	4.2
585	Defect	Skyline	1 raw file used with 2 skyline template issue	guest	3	closed	4.1
584	Todo	Skyline	Audit log improvements	guest	3	closed	4.2
583	Todo	Skyline	Library Match view should show the same metadata (RT,  IM , ?) seen in Library Explorer	guest	3	closed	
582	Defect	Skyline	Usability idea: use Library Match window even when document wasn't populated from a library	guest	3	closed	
581	Todo	Skyline	Usability idea: empty document should have getting-started hint text in the Targets window	guest	3	closed	
580	Defect	Skyline	a couple more adduct description syntax variations seen in the wild	guest	3	closed	4.2
579	Todo	Skyline	"use ""Natural Sort Order"" for filenames"	guest	3	closed	
578	Defect	Skyline	Background proteome file not loading shows error message with OK button	guest	3	closed	4.3
577	Defect	Skyline	Failed to import MassLynx (centered) Q-TOF raw data	guest	3	closed	4.1
576	Defect	Skyline	Creating Reports: atomic composition (formula) does not contain stable isotope info	guest	3	closed	4.1
575	Defect	Skyline	Error opening file in skyline-daily	guest	3	closed	4.1
574	Defect	Skyline	Error downloading small molecule tutorial file	guest	3	closed	4.1
573	Todo	Skyline	Add -> refine window missing OK / Cancel buttons	guest	0	closed	
572	Todo	Skyline	Add View > Peak Areas > Regression plots	guest	3	closed	
571	Defect	Skyline	issue with normalization ratio	guest	1	closed	4.1
570	Todo	Skyline	Chromatogram extraction should respect Explicit Retention Time Window and not just Explicit Retention Time	guest	3	closed	19.2
569	Defect	Skyline	Trouble in importing Altis SRM data in skyline daily	guest	1	closed	4.1
568	Todo	Skyline	For Import of columnar text where we currently guess the column meanings show a grid to choose instead	guest	2	closed	
567	Todo	Skyline	Add Expand All menu item to Targets View right-click menu when at least 1 parent node is selected	guest	2	closed	24.2
566	Todo	Skyline	" add a Hide / Show Title menu item everywhere we have Hide / Show Legend, and make it possible to show a descriptive title everywhere (e.g. molecule name for calibration curve plot)"	guest	3	closed	
565	Todo	Skyline	Accept defined annotation types as valid column headers for small molecule transition lists (and peptide transition lists, while we're at it)	guest	3	closed	22.1
564	Todo	Skyline	Add checkboxes to invert meaning of Edit > Refine > Accept Proteins/Peptides	guest	3	closed	
563	Todo	Skyline	Not all document grid columns have descriptions in help	guest	3	closed	4.2
562	Todo	Skyline	Implement Audit Log for Skyline	guest	2	closed	4.2
561	Defect	Skyline	Skyline-daily loosing peak integrations	guest	3	closed	4.1
560	Todo	Skyline	Implement group by graph panes for summary graphs	guest	3	closed	
559	Todo	Skyline	Cannot load msf result file (PD) when building a library	guest	3	closed	
558	Todo	Skyline	Add results search paths to Document Settings	guest	3	closed	
557	Defect	Skyline	ChooseFormatDlg needs a documentation link	guest	3	closed	4.3
556	Defect	Skyline	Issues with Waters schedule MRM data. Can't load.	guest	3	closed	3.7
555	Defect	Skyline	Skyline assumes /labkey context path when pinging Panorama	guest	3	closed	4.1
554	Defect	Skyline	Assigning a wrong peak and not following the spectral library retention time	guest	3	closed	4.1
553	Defect	Skyline	Support Contains filter for report column that looks like text	guest	3	closed	4.1
552	Todo	Skyline	Support multiple replicate selection in summary graph panes and Remove Peak	guest	3	closed	
551	Defect	Skyline	Skyline file not opening	guest	3	closed	4.1
550	Defect	Skyline	Only iRT traces are imported	guest	3	closed	
547	Defect	Skyline	XML Error -- Reading mz values; small molecule transition list	guest	3	closed	4.1
546	Defect	Skyline	Unable to build spectral library	guest	3	closed	4.1
545	Todo	Skyline	Add Include charge state checkbox to Edit > Insert > Peptides	guest	3	closed	
544	Defect	Skyline	Discrepancies in Heavy and Light Peptide Chromatogram Import Ranges	guest	3	closed	4.1
539	Defect	Skyline	Heavy/Light Peptide Chromatogram Import Range Discrepancies	guest	3	closed	4.1
538	Todo	Skyline	Multi-peptide calibration curves would be nice	guest	3	closed	4.3
537	Defect	Skyline	How to add a column to the documents or results grid that contains the heavy or ISTD areas?	guest	3	closed	
536	Defect	Skyline	Points across peak count should scale with chromatogram graph font settings	guest	4	closed	4.1
535	Defect	Skyline	MS1 chromatograms in scheduled PRM data should get limited to times of matching MS/MS scans	guest	2	closed	4.1
534	Todo	Skyline	Multi-peptide graph fixes / enhancements	guest	3	closed	
533	Defect	Skyline	Reporter ion masses must be less than or equal to 5000	guest	2	closed	4.1
532	Todo	Skyline	X!Tandem in Skyline	guest	3	closed	
531	Todo	Skyline	Include Replicate Name as column in exported chromatograms	guest	3	closed	4.1
530	Defect	Skyline	NIST .msp reader ignores peptide entries with n- or c-terminal modifications	guest	3	closed	
529	Todo	Skyline	Consider imposing spectrum filtering based on Full-Scan settings	guest	3	closed	
528	Defect	Skyline	Column header sort messes up peak scoring model training grid	guest	3	closed	4.1
527	Defect	Skyline	Double-clicking .sky file does not seem to work for Administrator Installation	guest	3	closed	21.1
526	Todo	Skyline	Enhancements to AutoCopyUSB	guest	4	closed	4.1
525	Defect	Skyline	Results Grid or calibration curve	guest	3	closed	4.1
524	Todo	Skyline	Make it possible to rename replicates through the Document Grid	guest	3	closed	4.1
523	Todo	Skyline	Make it easy to connect raw data file sample information to annotations in Skyline	guest	2	closed	4.3
522	Todo	Skyline	Add a way to add annotations to a document from the command-line	guest	2	closed	4.1
521	Todo	Skyline	Add CE recognition to transition list import	guest	4	closed	
520	Todo	Skyline	Make ctrl-Page Up ctrl-Page Down retreat or advance all document panes at once	guest	3	closed	
519	Todo	Skyline	Synchronize zooming for RT and Area plots	guest	3	closed	4.1
518	Defect	Skyline	Resolve issue of hard-coding Waters CE equations	guest	4	closed	
517	Todo	Skyline	Add Remove Peak  and Apply Peak to All menus to retention time graph	guest	3	closed	
516	Defect	Skyline	Manual peak integrations are reset after import of new results file	guest	0	closed	3.7
515	Todo	Skyline	Add some way to produce summary statistics to reports by grouping replicate annotations	guest	1	closed	4.1
514	Todo	Skyline	Expand neutral loss support to allow for charged losses from the precursor	guest	3	closed	
513	Defect	Skyline	Fix ExclusionUseDIAWindow setting to consider IsolationWindow.MethodStart and MethodEnd	guest	3	closed	
512	Todo	Skyline	Add summary statistics for q values	guest	3	closed	20.2
511	Todo	Skyline	Request for customizable bulk peak removal	guest	2	closed	4.1
510	Todo	Skyline	Updates to iRT standards necessary	guest	3	closed	3.7
509	Todo	Skyline	remoove limit of 200aa or  increase this number for analysis top-down  or middle-down  data	guest	3	closed	3.7
508	Defect	Skyline	"Make SkylineCmd.exe return non-zero when a line starting with ""Error:"" is output"	guest	2	closed	4.1
507	Documentation	Skyline	Skyline Menu for all terminology.	guest	3	closed	3.7
506	Todo	Skyline	Add Cone Voltage optimization support for Waters triple quadrupoles	guest	3	closed	3.7
505	Todo	Skyline	Add RF Lens optimization for Thermo triple quadrupole	guest	3	closed	
504	Todo	Skyline	Add support for CE optimization for PRM on Waters Xevo QTOF	guest	2	closed	
503	Todo	Skyline	Improve document minimizing and command-line support	guest	2	closed	
502	Todo	Skyline	Improve UnimodCompiler to preserve modification more than one decimal place for modifications that require more to disambiguate	guest	2	closed	4.1
501	Defect	Skyline	Improve BlibBuild handling of multiple searches on the same raw data files	guest	3	closed	3.7
500	Defect	Skyline	Instrument tab not limiting time for extraction based on RT prediction	guest	3	closed	4.3
499	Todo	Skyline	Mass error replicate comparison does not support split graph	guest	3	closed	4.3
498	Defect	Skyline	Theoretical peptide z ion does not match	guest	3	closed	3.7
497	Defect	Skyline	Ignore full-scan settings for retention time prediction when importing SRM data	guest	3	closed	21.1
496	Defect	Skyline	Cannot publish data to Panorama.	guest	3	closed	3.6
495	Todo	Skyline	More flexibility in View > Arrange Graphs > Grouped	guest	4	closed	
494	Defect	Skyline	Can Skyline Support Waters UNIFI data format .UEP file	guest	2	closed	3.7
493	Defect	Skyline	iRT standard peptides added to document can gain extra precursors	guest	3	closed	3.6
492	Defect	Skyline	Another library building error	guest	2	closed	
491	Defect	Skyline	Issue with building spectral library	guest	3	closed	3.6
490	Defect	Skyline	ID line	guest	3	closed	3.6
489	Defect	Skyline	Importing negative ion transitions from Masshunter (small molecules)	guest	2	closed	3.6
488	Defect	Skyline	Peptide uniqueness change should probably ignore automanage states, or at least offer to	guest	3	closed	
487	Defect	Skyline	make automanage status of each node knowable (ideally changeable) in DocumentGrid	guest	3	closed	4.3
486	Todo	Skyline	Come up with clearer way of informing a user that iRT regression was not good enough	guest	2	closed	
485	Todo	Skyline	Add Help > Check for Updates	guest	3	closed	3.6
484	Todo	Skyline	Add confidence intervals for slope and intercept in calibration regressions	guest	3	closed	22.1
483	Defect	Skyline	Precursor isotope peaks (M+1, M+2) not automatically shown for small molecules	guest	3	closed	3.6
482	Todo	Skyline	set negative ion mode for peptides	guest	3	closed	3.6
481	Defect	Skyline	Error trying to access Tool Store in Skyline Daily	guest	3	closed	3.6
480	Defect	Skyline	Skyline Daily does not support Agilent Automation Tool	guest	3	closed	3.6
479	Defect	Skyline	Skyline Daily shows no data when there is data - Agilent QQQ	guest	2	closed	3.6
478	Defect	Skyline	Peak Boundary List File Fails to Load	guest	3	closed	3.5
477	Todo	Skyline	Request for occupancy proportion report value	guest	3	closed	
476	Defect	Skyline	Issues with QuaSAR	guest	3	closed	3.6
475	Defect	Skyline	Need to close and reopen Document Grid after adding new annotations	guest	2	closed	4.3
474	Defect	Skyline	Ask user about Library settings if changing peptide Filter settings	guest	3	closed	
473	Defect	Skyline	Missing 2nd transition for some samples_small molecules	guest	3	closed	3.6
472	Defect	Skyline	method export for Quantiva failed	guest	3	closed	3.6
471	Defect	Skyline	MaxQuant library builder fails to understand T(2) modification	guest	2	closed	3.6
470	Todo	Skyline	Add TotalAreaMS1Adjusted column to reports	guest	3	closed	4.3
469	Todo	Skyline	document grid TransitionResult should show extraction width, as well as drift time and window	guest	3	closed	
468	Defect	Skyline	S-lens value isn't written to Exported transition list when checked	guest	3	closed	3.6
467	Defect	Skyline	Skyline-daily (3.5.1.9673, 64-bit) locks up when uploading .raw files.	guest	3	closed	3.6
466	Defect	Skyline	SkylineRunner scriptability improvements: version number and help info from commandline, and non-zero exit code on error	guest	2	closed	19.2
465	Defect	Skyline	Generating DIA Isolation Schemes with Optimize window placement does not work correctly for odd m/z (or fractional m/z) Window widths	guest	1	closed	3.6
464	Todo	Skyline	Support exporting isolation list from command line	guest	3	closed	3.6
463	Defect	Skyline	Automating Skyline for HT Proteomics with Skyline Runner	guest	3	closed	3.6
462	Defect	Skyline	"Add ""Thermo TSQ Quantiva"" to transition settings"	guest	2	closed	3.6
461	Defect	Skyline	Unable to change transition settings	guest	3	closed	3.6
460	Defect	Skyline	provide a means of updating protein metadata to current Uniprot level for document and background proteome	guest	3	closed	
459	Defect	Skyline	Only one chromatogram type in Full-Scan graph for chromatogram clicked in split graph mode	guest	3	closed	21.1
458	Defect	Skyline	MRM Chromatogram not Processed	guest	3	closed	
457	Todo	Skyline	Add access to SpectraST retention times to library implementation	guest	3	closed	3.6
456	Defect	Skyline	"reimport after changing full scan settings to ""Centroided"" doesn't actually perform centroiding"	guest	3	closed	
455	Todo	Skyline	Add option to allow exporting mass errors with File > Export > Chromatograms	guest	3	closed	
454	Todo	Skyline	Remove asymetric isolation scheme support and add ability to specify a margin	guest	3	closed	3.6
453	Todo	Skyline	Add check box to Digestion tab to allow removal of protein N-terminal Methionine	guest	3	closed	
452	Defect	Skyline	Copy-paste fails to recognize equivalent modifications with different names	guest	3	closed	
451	Todo	Skyline	Add redundant library access to Library Explorer	guest	3	closed	
450	Defect	Skyline	Skyline should warn when importing a transition list with values that exceed the current instrument m/z range	guest	3	closed	
